Year,prejudice,bullying,mental disorder,trauma,secession,conspiracy,sovereignty,terrorism
2001,"['仇视', '仇外', '被忽视', '摈弃', '思想意识', '陈腐', '嘲弄', '客观事实', '强权', '隔阂', '婚恋', '习惯势力', '狭隘', '男尊女卑', '唯我独尊', '诉求', '蔑视', '盲目崇拜', '物欲', '世俗']","['凌辱', '任人宰割', '蹂躏', '奴役', '欺辱', '积贫积弱', '宰割', '铁蹄', '四分五裂', '民不聊生', '屈辱', '官僚资本主义', '亡国灭种', '危亡', '压迫', '统治者', '羁绊', '被压迫', '民族压迫', '生灵涂炭']","['白血病', '肺结核', '重症', '耳聋', '患病', '皮肤病', '肥胖症', '老年病', '收治', '疥疮', '帕金森氏症', '高血压病', '肝癌', '心脏外科', '心脑血管', '病患者', '不孕症', '先天性', '脑中风', '脑梗塞']","['后遗症', '深重', '内乱', '浩劫', '医治', '蹂躏', '无谓', '大灾难', '仍受', '恶果', '饥馑', '无法弥补', '劫难', '病痛', '自然选择', '疾患', '折磨', '残杀', '畸变', '小儿麻痹']","['图谋', '台独', '一中一台', '台湾独立', '两国论', '势力', '妄图', '破坏活动', '阴谋', '藏独', '马前卒', '武拒统', '达赖', '倒行逆施', '走狗', '险恶用心', '敌视', '造势', '政治势力', '鼓噪']","['妄图', '蓄谋已久', '倒行逆施', '走狗', '丑恶嘴脸', '军国主义者', '马前卒', '一小撮', '卑劣', '张目', '蓄意', '谬论', '卖身投靠', '极右', '诬蔑', '藏独', '鼓噪', '罪恶行径', '政治阴谋', '皇国']","['领土完整', '国家主权', '独立国家', '民族尊严', '外来干涉', '正义斗争', '收复失地', '领土', '互不侵犯', '接受国', '内部事务', '失地', '正义事业', '戈兰高地', '内政', '对格', '黄岩岛', '沿岸国', '互不干涉', '自决权']","['反恐', '极端主义', '反恐怖', '恐怖活动', '东突', '分裂主义', '恐怖行动', '三股', '确凿证据', '国际联盟', '生化武器', '毒品走私', '恐怖组织', '扩大化', '暴力行动', '巴方则', '恐怖分子', '内同', '恐怖', '袭以']"
2002,"['误解', '低级趣味', '客观存在', '偏颇', '傲慢', '自我标榜', '仇视', '无知', '本性', '狂妄', '侮辱性', '封建思想', '荒谬', '失当', '功利', '有失', '自私', '不甚了解', '盲目崇拜', '不信任感']","['受尽', '任人宰割', '生灵涂炭', '言喻', '惨无人道', '羸弱', '猜忌', '凄风苦雨', '封建时代', '疗治', '鸿雁传书', '不甘寂寞', '匪患', '绝情', '孤苦伶仃', '潦倒', '遭逢', '亡国灭种', '困厄', '纷扰']","['皮肤病', '风湿性', '截瘫', '先天性', '疑似', '高血压', '肾病', '中风', '重症', '心肌梗塞', '尿毒症', '慢性病', '精神疾病', '外伤', '肺结核病', '妇产科', '颈椎病', '患有', '克雅氏症', '因患']","['医治', '后遗症', '深重', '免疫系统', '排异', '衰竭', '危在旦夕', '疾患', '躯体', '恐惧', '无法估量', '宝贵时间', '旷日持久', '器质性', '灾难性', '愈合', '灾祸', '瘟疫', '全面战争', '免遭']","['图谋', '台独', '势力', '妄图', '谬论', '行径', '阴谋', '渐进式', '一小撮', '气焰', '不得人心', '倒行逆施', '一中一台', '公投', '企图', '鼓吹', '蓄谋已久', '台湾独立', '陈水扁', '悬崖勒马']","['得逞', '倒行逆施', '杀戮', '之流', '蓄谋已久', '暴行', '卖国', '彻头彻尾', '一小撮', '玩火', '罪恶行径', '坐视', '不得人心', '险恶用心', '回击', '张目', '叫嚣', '造谣', '走卒', '邪恶势力']","['领土完整', '国家主权', '民族尊严', '南为', '互不侵犯', '马尔维纳斯群岛', '马为', '正义事业', '独立国家', '乌为', '一贯主张', '海洋权益', '独岛', '内部事务', '无核区', '内政', '生存权', '正义斗争', '领土', '互不干涉']","['极端主义', '分裂主义', '恐怖活动', '恐怖', '东突', '核扩散', '贩卖人口', '分离主义', '打恐', '三股', '反恐', '恐怖行动', '根除', '教派主义', '反毒', '恐怖组织', '越境', '确凿证据', '军备竞赛', '邪恶势力']"
2003,"['狭隘', '成见', '错误认识', '自私', '偏激', '猜疑', '习惯势力', '以邻为壑', '怂恿', '隔阂', '陈旧观念', '愚昧无知', '优越感', '疏远', '种族歧视', '条条框框', '不尽一致', '鄙视', '无知', '盲从']","['山河破碎', '铁蹄', '弱肉强食', '眷顾', '一个亿万', '永难', '自大', '凌辱', '穷兵黩武', '由此观之', '这一以', '吁求', '年深日久', '逃避现实', '纷杂', '土是', '对贝', '统治集团', '专制主义', '贪得无厌']","['进行性', '淋病', '躁狂', '先天性', '精神疾病', '表面抗原', '罹患', '眼病', '麻风病', '肺病', '梅毒', '骨关节炎', '肾衰竭', '耳聋', '白血病', '肾癌', '食道癌', '所患', '胰腺炎', '前列腺炎']","['愈合', '恐非', '遗传性', '窘迫', '伤痛', '肌', '并发症', '骨关节炎', '恐惧感', '癌变', '脑部', '肾功能', '失眠症', '呼吸衰竭', '心衰', '药源性', '高血糖', '肝硬化', '贫血', '肥胖症']","['台独', '图谋', '台湾独立', '势力', '一中一台', '妄图', '阴谋', '挑衅', '行径', '反华', '不得人心', '两国论', '制宪', '渐进式', '公投', '顽固', '防卫性', '挑拨', '罪恶行径', '一小撮']","['反华', '污蔑', '一小撮', '杀戮', '卑鄙', '反古', '策动', '妄图', '挫败', '侵略军', '种族主义', '图谋', '现政权', '回击', '激进分子', '和平演变', '挑衅', '残暴', '挑衅性', '仇视']","['领土完整', '民族尊严', '国家主权', '合法政府', '交还给', '独立国家', '生存权', '正义事业', '领土', '内部事务', '图兹拉岛', '无可争辩', '巴勒斯坦国', '尊重人权', '民族利益', '正义斗争', '恢复主权', '治伊', '行使主权', '内政']","['分裂主义', '极端主义', '恐怖活动', '核扩散', '犹太主义', '贩卖人口', '反毒', '霸权主义', '三股', '地区冲突', '核战争', '公敌', '东突', '恐怖组织', '消极态度', '军备竞赛', '原教旨主义', '极端分子', '激进分子', '卑鄙']"
2004,"['不怀', '无知', '敌意', '本本主义', '仇富', '托词', '非理性', '虚荣心', '仇视', '错误认识', '全盘否定', '人本主义', '情绪化', '对土', '唯心主义', '愚昧无知', '陈规陋习', '猎奇', '轻蔑', '任何事物']","['欺压', '半封建', '半封建社会', '奴役', '蹂躏', '战祸', '积弱积贫', '宗主国', '犹太民族', '积贫积弱', '反动势力', '列强', '半殖民地', '地主阶级', '深重', '生灵涂炭', '弱肉强食', '农奴制度', '愈来愈多', '憎恨']","['心理治疗', '难治性', '先心病', '不孕', '妇科疾病', '重症', '老年痴呆', '收治', '脑血管病', '精索', '精神科', '红斑狼疮', '先天性', '原发性', '脑瘫', '慢性病', '神经科', '助视器', '前列腺', '妇科病']","['中风', '灵丹', '后患', '后遗症', '免疫性', '失语', '脑血管病', '神经纤维', '疗治', '偏瘫', '缺血', '口腔疾病', '痴呆症', '肺气肿', '后失', '抚平', '胰腺', '蹂躏', '并发症', '深重']","['台独', '台湾独立', '挑衅', '阴谋活动', '罪恶行径', '当权者', '两国论', '达赖', '图谋', '一国论', '险恶用心', '不得人心', '沆瀣一气', '胆敢', '反朝', '行径', '妄图', '外来干涉', '一小撮', '反共']","['罪恶行径', '惨无人道', '不肖子孙', '口实', '挫败', '阴谋活动', '胆敢', '蓄谋已久', '不得人心', '宪改', '马斯哈多夫', '剪除', '图谋', '一小撮', '使朝', '变本加厉', '爱尔兰共和军', '险恶用心', '行径', '锐利武器']","['领土完整', '国家主权', '无可争辩', '开罗宣言', '民族尊严', '内部事务', '正义斗争', '达赖', '海洋权益', '武装挑衅', '一贯主张', '容许', '关系法', '互不侵犯', '治伊', '阿布哈兹', '未定论', '自卫权', '售台', '恢复主权']","['极端主义', '三股', '分裂主义', '分离主义', '吉尔吉斯斯坦共和国', '贩卖人口', '受到谴责', '强权政治', '外来干涉', '恐怖活动', '叛国', '不能根除', '中亚地区', '除恶务尽', '东突', '下愿', '非传统', '恐怖组织', '麻醉品', '海盗']"
2005,"['不怀', '作祟', '逆反心理', '误解', '偏激', '作怪', '鄙视', '模糊认识', '猜疑', '偏执', '冷漠', '疏远', '错误观念', '更不应', '自私', '偏颇', '隔膜', '学术腐败', '全盘西化', '放任']","['凌辱', '欺压', '割地赔款', '蹂躏', '宰割', '被压迫', '生灵涂炭', '列强', '欺侮', '积贫积弱', '奴役', '腐败无能', '任人宰割', '内忧外患', '屈辱', '官僚资本主义', '殖民主义者', '非正义', '半殖民地', '封建主义']","['肺结核病', '孕妇', '重症', '唇腭裂', '危重', '先天性', '脑瘫', '麻风', '痴呆', '胃癌', '余例', '老年痴呆症', '患儿', '肝癌', '活动性', '脑血管', '脑血栓', '慢性病', '风湿性', '病残']","['愈合', '伤痛', '内伤', '精神创伤', '摧残', '后遗症', '抚平', '忍受着', '疾患', '人祸', '脑损伤', '深重', '梦魇', '罪孽', '惨祸', '肉体上', '免疫系统', '戕害', '瘟疫', '灾难性']","['台独', '势力', '图谋', '台湾独立', '党纲', '台海', '一中一台', '外来干涉', '顽固', '容许', '两国论', '分裂主义', '处心积虑', '制宪', '紧张局势', '行径', '反华', '破坏活动', '惶恐不安', '倒行逆施']","['罪恶行径', '戳穿', '极右', '倒行逆施', '暴政', '诬蔑', '殖民主义者', '滥杀无辜', '瓦解', '悍然', '恶行', '一小撮', '令人发指', '自存', '欺压', '狂妄', '妄图', '罪大恶极', '处决', '非正义']","['领土完整', '互不侵犯', '国家主权', '自决权', '自决', '领土', '内政', '他国', '互不干涉', '神圣不可', '干涉内政', '内部事务', '民族自决权', '国内法', '肯尼亚政府', '由全', '民族尊严', '吉方为', '民族自决', '承担义务']","['极端主义', '分裂主义', '三股', '恐怖活动', '强权政治', '霸权主义', '核威胁', '军备竞赛', '地区冲突', '核扩散', '反犹主义', '贩卖人口', '反核', '杀伤性', '恐怖', '武器化', '东突', '破坏活动', '克隆人', '种族歧视']"
2006,"['蔑视', '仇视', '隔膜', '指手画脚', '焦虑', '歧见', '自大', '疏离', '鼓噪', '仇恨', '无知', '从众', '滋长', '物欲', '文化差异', '极个别', '短视', '产生误解', '妖魔化', '偏执']","['蹂躏', '欺侮', '饱经', '屈辱', '列强', '欺压', '奴役', '外族', '封建制度', '恶邻', '四万万', '苦痛', '统治者', '玻利尼', '凌辱', '坚船利炮', '唾弃', '沦入', '衰微', '民不聊生']","['疑难重症', '先天性', '筛查', '肝病', '胃肠', '乳腺癌', '丙肝', '危重', '患有', '脑中风', '脑卒中', '感染性', '癫痫', '慢性病', '肾移植', '重症', '肝硬化', '哮喘病', '医源性', '脏器']","['精神痛苦', '脑中风', '性疾病', '粒细胞', '达于', '并发症', '后遗症', '疾患', '病患', '心肌', '耐药性', '免疫系统', '排异', '呼吸系统', '肺', '罹患', '消化系统', '肝硬化', '肾衰', '灾难性']","['台独', '势力', '台海', '冒险性', '图谋', '台湾独立', '两国论', '一中一台', '遭致', '挑衅', '法理', '独裁', '行径', '霸权主义', '嚣张气焰', '倒行逆施', '公投', '险恶用心', '宪改', '售台']","['炸机', '暗杀', '反叛', '吞并', '暴行', '报复', '极端分子', '强硬派', '图谋', '屠杀', '妄图', '煽动', '挑动', '军事政变', '巴萨耶夫', '要犯', '暴政', '严辞', '发动战争', '残暴']","['领土完整', '国家主权', '民族尊严', '互不侵犯', '领土', '互不干涉', '内部事务', '海洋权益', '干涉内政', '内政', '国际法', '巴勒斯坦国', '巴解组织', '乌在', '主持正义', '让渡', '原则立场', '合法权利', '钓鱼岛', '希腊族']","['极端主义', '恐怖活动', '分裂主义', '三股', '杀伤性', '东突', '生化武器', '霸权主义', '强权政治', '破坏活动', '分离主义', '恐怖组织', '毒品走私', '北高加索地区', '反毒', '恐怖', '贩卖人口', '核扩散', '种族主义', '核裁军']"
2007,"['根深蒂固', '习惯势力', '成见', '猜疑', '说三道四', '偏颇', '疏离', '贬低', '混为一谈', '难以克服', '仇视', '奴隶制', '无知', '蔑视', '产生矛盾', '劣迹', '自私', '讳疾忌医', '种族问题', '盲从']","['积贫积弱', '奴役', '列强', '外敌', '帝制', '屈辱', '蹂躏', '侵略', '危亡', '民不聊生', '外族', '官僚资本主义', '受尽', '犹太民族', '浩劫', '军国主义', '铁蹄', '半封建社会', '军国主义者', '犯下']","['重症', '急症', '尿毒症', '访视', '先天性', '眼病', '肺结核', '风湿性', '疑难病症', '心肌梗塞', '上呼吸道', '腭裂', '肺气肿', '危重', '心脑血管病', '关节炎', '胆结石', '急性', '风心病', '呼吸系统']","['抚平', '惨重', '深重', '上受', '十年浩劫', '已因', '民不聊生', '精神压力', '毁灭性', '不满情绪', '恶果', '无辜者', '压迫', '两败俱伤', '痛楚', '负面效应', '灾祸', '厌恶', '奴役', '中受']","['台独', '势力', '反华', '图谋', '宪改', '为谋', '猖狂', '台海', '法理', '挑衅', '变本加厉', '台湾独立', '行径', '罪恶行径', '外来干涉', '妄图', '挑动', '处心积虑', '破坏活动', '藏独']","['妄图', '为谋', '倒行逆施', '右派', '残暴', '反动派', '铁蹄', '猖狂', '蹂躏', '受尽', '出兵', '反共', '独裁', '军国主义者', '反动', '官僚资本主义', '奴役', '营垒', '惨无人道', '帝国主义']","['领土完整', '外来干涉', '领土', '互不侵犯', '互不干涉', '独立国家', '无可争辩', '内政', '国家主权', '干涉内政', '马岛', '不结盟', '领海', '正义斗争', '缔约', '海洋权益', '正当要求', '代表权', '巴方为', '内部事务']","['极端主义', '分裂主义', '核扩散', '恐怖活动', '武器化', '邪恶轴心', '杀伤性', '种族主义', '破坏活动', '毒品走私', '核不扩散', '杀人罪', '外空', '分离主义', '三股', '单边主义', '恐怖组织', '原教旨主义', '相威胁', '敌对势力']"
2008,"['傲慢', '无知', '成见', '产生误解', '敌意', '误解', '隔阂', '狂妄', '无端', '新闻自由', '丑化', '有色眼镜', '卑劣', '偏颇', '虚伪', '虚伪性', '谩骂', '言论自由', '别有用心', '污蔑']","['封建统治', '奴役', '列强', '民不聊生', '民族矛盾', '民生凋敝', '统治集团', '受尽', '摧残', '过太多', '饱经', '被压迫', '悲惨', '作威作福', '挑动', '蹂躏', '外敌', '腐朽没落', '衰微', '大家族']","['妇科疾病', '恶性肿瘤', '心脑血管', '轻症', '肝炎', '骨关节', '职业病', '心梗', '精神分裂症', '心脑血管病', '冠心病', '精神疾病', '病因', '癫痫', '急症', '破伤风', '靶向', '慢性', '病毒性', '消化道']","['疾患', '应激', '慢性', '军中', '颅脑', '抚慰', '恐惧心理', '抚平', '病痛', '创痛', '机能', '脑水肿', '脊髓', '心理压力', '医治', '心理障碍', '后遗症', '脑', '奥斯威辛', '抗药性']","['图谋', '台独', '破坏活动', '分裂主义', '阴谋', '煽动', '真面目', '罪恶行径', '势力', '流亡者', '挑拨', '反华', '策动', '妄图', '反动', '台湾独立', '渗透颠覆', '险恶用心', '不得人心', '非暴力']","['背叛', '策动', '暴力手段', '罪恶行径', '分裂主义', '险恶用心', '真面目', '妄图', '反动集团', '破坏活动', '欺世盗名', '诬称', '残暴', '捣乱', '恶劣行径', '文字游戏', '图谋', '镇压', '暗杀', '密谋策划']","['领土完整', '国家主权', '内部事务', '互不侵犯', '领土', '外来干涉', '巴方为', '独立国家', '互不干涉', '武装侵略', '干涉内政', '内政', '无可争辩', '主权国家', '原则立场', '核不扩散', '正义斗争', '谨电', '五项原则', '否决权']","['极端主义', '对巴方', '三股', '毒品走私', '东突', '分离主义', '恐怖组织', '军备竞赛', '武器化', '防扩散', '霸权主义', '恐怖分子', '核扩散', '贩卖毒品', '关系网', '极端分子', '核不扩散', '台湾独立', '能源危机', '强权政治']"
2009,"['偏激', '歪曲事实', '敌意', '片面性', '成见', '事实根据', '片面化', '歧见', '偏颇', '教条主义', '客观事实', '虚伪', '政治化', '尊重事实', '无端指责', '表面化', '偏执', '隔膜', '傲慢', '误解']","['屡受', '奴役', '凌辱', '悲惨', '蹂躏', '半封建社会', '丧权辱国', '屡遭', '亡国灭种', '封建统治', '被压迫', '仇视', '摧残', '民族压迫', '屈辱', '统治阶级', '受压迫', '军阀割据', '声讨', '欺侮']","['先天性', '脑瘫', '恶性肿瘤', '产妇', '呼吸系统', '重性', '眼病', '皮肤病', '肾病', '精神疾病', '康复者', '中风', '肥胖者', '食道癌', '监护室', '智残', '肌无力', '唇腭裂', '阻塞性', '急诊科']","['抚平', '伤痛', '愈合', '煎熬', '抚慰', '映秀人', '疗伤', '巨大损失', '医治', '病魔', '脊柱', '躯体', '后遗症', '苦痛', '丧亲', '击垮', '眼疾', '慰藉', '股骨头', '高原病']","['图谋', '势力', '破坏活动', '险恶用心', '敌对势力', '制造事端', '妄图', '分裂主义', '台独', '动乱', '三股', '疆独', '相勾结', '藏独', '事端', '反动势力', '亲帝', '倒行逆施', '分子热', '行径']","['妄图', '反动势力', '破坏活动', '倒行逆施', '相勾结', '制造事端', '图谋', '行径', '分裂主义', '反动分子', '诬蔑', '敌对势力', '一小撮', '事端', '疆独', '污蔑', '滥杀无辜', '悍然', '罪恶', '丧心病狂']","['领土完整', '无可争辩', '自决权', '领土', '南沙群岛', '主权国家', '互不干涉', '国家主权', '巴勒斯坦国', '黄岩岛', '内政', '涉疆', '未定论', '内部事务', '干涉内政', '祭品', '东突厥', '合法政府', '当事国', '民族尊严']","['极端主义', '杀伤性', '毒品走私', '核扩散', '分裂主义', '恐怖组织', '贩毒', '地区冲突', '反毒', '恐怖活动', '轻小', '拐卖人口', '东伊运', '南亚地区', '维护和平', '三股', '朝核', '核不扩散', '非洲之角', '强权政治']"
2010,"['成见', '挑拨', '敌意', '偏执', '傲慢', '误解', '隔阂', '强权', '断章取义', '中心论', '敌视', '根深蒂固', '优越感', '别有用心', '隔膜', '猜疑', '无知', '虚无主义', '混淆是非', '吹捧']","['奴役', '受尽', '蹂躏', '农奴制度', '外族', '罪恶', '列强', '封建统治', '奇耻大辱', '屈辱', '任人宰割', '流人', '受压迫', '惨无人道', '亲帝', '批斗', '反抗', '婚姻制度', '四分五裂', '反革命']","['尿毒症', '肝病', '脑中风', '妇科病', '肌无力', '合对', '唇腭裂', '接生', '先天性', '肝硬化', '肺结核', '绝症', '曾患', '尿症', '精神疾病', '眼疾', '体弱', '肾结石', '精神病人', '肺气肿']","['抚平', '伤痛', '愈合', '伤痕', '烧伤', '大灾难', '忍受着', '心肌梗塞', '病痛', '脊髓', '疾患', '肺水肿', '劫难', '并发症', '血浆', '脑水肿', '试剂盒', '颌面', '脊柱', '脓']","['破坏活动', '反华', '势力', '揭批', '分裂主义', '反动', '图谋', '台独', '敌对势力', '划清界线', '割据', '达赖', '藏独', '严重错误', '民族矛盾', '动乱', '极端主义', '策动', '军国主义', '农奴主']","['蓄意', '哥伦比亚革命武装力量', '先发制人', '全面战争', '挑衅', '军国主义', '暗杀', '独裁统治', '险恶用心', '激进分子', '非法行为', '图谋', '军事挑衅', '俘虏', '侵略战争', '发动战争', '行径', '暴行', '唆使', '反华']","['国家主权', '领土完整', '无可争辩', '自决权', '福克兰群岛', '叙为', '海洋权益', '南欧国家', '英美两国', '领土', '外来干涉', '超国家', '主权国家', '债权人', '不结盟', '债权国', '对委', '欧猪', '欧洲中央银行', '马尔维纳斯群岛']","['极端主义', '分裂主义', '毒品走私', '剿灭', '核扩散', '恐怖活动', '海盗行为', '恐怖', '恐怖组织', '杀伤性', '三股', '东突', '赎金', '地区冲突', '东非国家', '精神药物', '贩运', '国际争端', '常规武器', '圣战']"
2011,"['无知', '仇视', '成见', '功利主义', '不信任感', '优越感', '说三道四', '情绪化', '利己主义', '嘲笑', '原罪', '非议', '厌恶', '文化差异', '偏激', '先入为主', '时弊', '忍让', '中心主义', '误读']","['封建统治', '奴役', '任人宰割', '半封建社会', '步步进逼', '亡国灭种', '饥寒交迫', '积贫积弱', '国弱', '山河破碎', '内忧外患', '民不聊生', '凌辱', '内受', '灾难深重', '蹂躏', '屈辱', '再受', '封建主义', '沉沦']","['重性', '精神病人', '精神疾病', '终末期', '罹患', '精神障碍', '冠心病', '乙型', '心肌梗死', '肇祸', '血友病', '原发性', '收治', '肥胖症', '心律失常', '肾病', '慢性', '早幼', '肺结核病', '粒细胞']","['应激', '脏器', '衰竭', '脊髓', '肝病', '颅脑', '肾脏病', '抚平', '血液病', '脊柱', '早幼', '粒细胞', '损伤', '肺水肿', '高原病', '坏死', '肾衰', '综合征', '心肌梗死', '并发症']","['台独', '反华', '亲帝', '势力', '藏独', '破坏活动', '分裂主义', '罪恶行径', '挑拨', '图谋', '动乱', '阴谋', '流亡者', '敌对势力', '渗透颠覆', '侵略扩张', '独裁', '叛乱', '内乱', '教派']","['杀戮', '蓄意', '亲帝', '卖国', '反动集团', '叛国', '核讹诈', '妄图', '侵略扩张', '行径', '暴行', '分裂主义', '统治集团', '悍然', '图谋', '暗杀', '破坏活动', '极端分子', '侵略战争', '藏独']","['领土完整', '银行信用', '国家主权', '债务', '南欧国家', '俄对南', '标普给', '减记', '再响', '调降', '马岛', '债信', '无可争辩', '标普对', '押下', '普调', '财政危机', '斯方为', '雪球', '重债国']","['极端主义', '杀伤性', '分裂主义', '三股', '核扩散', '东突', '贩卖人口', '恐怖组织', '核不扩散', '公敌', '藏独', '坐大', '破坏活动', '毒品走私', '贩毒', '西非地区', '恐怖活动', '种族主义', '暴力行为', '军事冲突']"
